Município;Situação;Âmbito;Valor do Contrato;Contratada;CNPJ da Contratada;Contratante;Ano do Contrato;Descrição da Obra
Caconde;Em execução  no prazo;MUNICIPAL;310385,44;RAMON AGUILERA PARTICIPACOES E EMPREENDIMENTOS LTDA;11.823.795/000154;PREFEITURA MUNICIPAL DE CACONDE;2020;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DAS OBRAS/SERVIÇOS DE PAVIMENTAÇÃO DO DISTRITO INDUSTRIAL SEBASTIÃO MATHIAS TOMÉ FASE II CONFORME CONVÊNIO Nº. 337/2019 COM A SECRETARIA DE DESENVOLVIMENTO REGIONAL DO ESTADO DE SP.
Caconde;Em execução  no prazo;MUNICIPAL;213991,6;ILUMINA LUX  ENERGIA LTDA.;30.681.657/000122;PREFEITURA MUNICIPAL DE CACONDE;2020;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA IMPLANTAÇÃODE MELHORIAS NA ILUMINAÇÃO DE VIAS PÚBLICAS DO DISTRITO DE BARRANIA.
Caconde;Em execução  no prazo;MUNICIPAL;829758,9;ST  LOCACAO E SERVICOS LTDA;14.871.963/000175;PREFEITURA MUNICIPAL DE CACONDE;2020;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DAS OBRAS/SERVIÇOS DETALHADOS NO PROJETO EXECUTIVO PARA DESATIVAÇÃO E ENCERRAMENTO DO ATERRO SANITÁRIO  CONFORME CONVÊNIO SJC/FID/80/2019.
Caconde;Em execução  no prazo;MUNICIPAL;230928,25;RLG CONSTRUTORA LTDA;24.276.267/000174;PREFEITURA MUNICIPAL DE CACONDE;2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRAS E SERVIÇOS DE ENGENHARIA NA CONSTRUÇÃO DE PRAÇA DE LAZER NO BAIRRO SANTA LÚCIA CONFORME CONVENIO ST/DADE 102/2013.
Caconde;Em execução  no prazo;MUNICIPAL;2296439,54;PAVIDEZ ENGENHARIA LTDA;01.744.153/000106;PREFEITURA MUNICIPAL DE CACONDE;2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE REVITALIZAÇÃO DA ENTRADA DA CIDADE  KM 01 DA RODOVIA SP  253 ATÉ O PORTAL TURÍSTICO.
Caconde;Em execução  no prazo;MUNICIPAL;212314,59;C.C.C.CONSTRUTORA CAPITAO COSTA LTDA;15.863.438/000170;PREFEITURA MUNICIPAL DE CACONDE;2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVICOS DE OBRAS DE REVITALIZAÇÃO DO ANTIGO TERMINAL RODOVIÁRIO CONFORME CONVÊNIO ST/DADE 095/2015
Cafelândia;Em execução  no prazo;MUNICIPAL;130750,05;BEMAG COMERCIO E CONSTRUCOES LTDA;30.244.302/000176;PREFEITURA MUNICIPAL DE CAFELÂNDIA;2019;CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DE 2 (DUAS) SALAS DE AULAS E 1 (UM) SOLÁRIO NA EMEB PROFESSOR ANTÔNIO RUBI GIMENES EM CAFELÂNDIA  SP.
Caieiras;Em execução  no prazo;MUNICIPAL;12366043,96;KAGIMASA CONSTRUCOES LTDA;16.740.322/000107;CÂMARA MUNICIPAL DE CAIEIRAS;2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO DE ENGENHARIA DEVIDAMENTE INSCRITA NO  CREA DOTADA DE RESPONSÁVEL TÉCNICO HABILITADO NA MESMA CONDIÇÃO PARA A CONSTRUÇÃO DA NOVA SEDE DA CÂMARA MUNICIPAL DE CAIEIRAS CONFORME PROJETO PLANILHAS CRONOGRAMA MEMORIAL DESCRITIVO E PROPOSTA OFERTADA NA CONCORRÊNCIA N°002/2018 QUE PASSA A INTEGRAR ESTE INSTRUMENTO COMO SE NELE TRANSCRITA.
Caiuá;Em execução  no prazo;MUNICIPAL;126271,33;DEDETIZADORA DDFLY E FACILITIES LTDA;32.405.394/000154;PREFEITURA MUNICIPAL DE CAIUÁ;2021;CONTRATAÇÃO DE EMPRESA  VISANDO A CONSTRUÇÃO DO PREDIO DA COLETA SELETIVO DO MUNICÍPIO DE CAIUÁ/SP
Caiuá;Em execução  no prazo;MUNICIPAL;91041,02;L S S CONSTRUCOES E SERVICOS LTDA;17.331.490/000101;PREFEITURA MUNICIPAL DE CAIUÁ;2020;CONTRATAÇÃO DE EMPRESA DESTINADA A REFORMA DA COBERTURA DO CENTRO COMUNITÁRIO DA AGROVILA 3. CONSTRUÇÃO  DE UMA NOVA COBERTURA PARA O CENTRO COMUNITÁRIO DA AGROVILA 3 EM CAIUÁ  SP DE ESTRUTURA METÁLICA
Caiuá;Em execução  no prazo;MUNICIPAL;199348,26;S & A CONSTRUCOES E EMPREENDIMENTOS LTDA;14.480.361/000197;PREFEITURA MUNICIPAL DE CAIUÁ;2019;CONTRATAÇÃO DE EMPRESA DESTINADO A AMPLIAÇÃO DE ÁREA PARA A IMPLANTAÇÃO DA FISIOTERAPIA DA UNIDADE DE SAÚDE DA AGROVILA III MUNICÍPIO DE CAIUÁ.
Caiuá;Em execução  no prazo;MUNICIPAL;789834,86;AOG CONSTRUTORA LTDA;12.362.814/000155;PREFEITURA MUNICIPAL DE CAIUÁ;2020;CONTRATAÇÃO DE EMPRESA PARA A CONSTRUÇÃO DE PONTE MISTA  CONCRETO ARMADO / VIGAS METÁLICAS LOCALIZADA NA TRAVESSIA SOBRE RIBEIRÃO DOS XAVANTES DIVISA COM MUNICÍPIOS DE PRES. EPITÁCIO E MARABÁ PAULISTA  NO MUNICÍPIO DE CAIUÁ/SP ESTRADA MUNICIPAL CAI020
Caiuá;Em execução  no prazo;MUNICIPAL;247175,61;S & A CONSTRUCOES E EMPREENDIMENTOS LTDA;14.480.361/000197;PREFEITURA MUNICIPAL DE CAIUÁ;2019;REFORMA DO CENTRO DE SAÚDE III NA CIDADE DE CAIUÁ
Caiuá;Em execução  no prazo;MUNICIPAL;1230441,07;SANCHES & AQUINO CONSTRUTORA LTDA;10.909.325/000145;PREFEITURA MUNICIPAL DE CAIUÁ;2019;CONTRATAÇÃO DE EMPRESA NA CONSTRUÇÃO DO CENTRO CULTURAL MUNICIPAL (FUNDO ESTADUAL DE INTERESSES DIFUSOS (FIDE)
Cajamar;Em execução  no prazo;MUNICIPAL;11270;ARMANDO DE ALMEIDA PASSOS JUNIOR;24.125.566/000108;INSTITUTO DE PREVID.SOCIAL DOS SERVID.DE CAJAMAR;2019;REFORMA PREDIAL
Cajamar;Em execução  no prazo;MUNICIPAL;314969,23;AC MELKO ENGENHARIA E CONSTRUCOES LTDA;23.481.429/000143;PREFEITURA MUNICIPAL DE CAJAMAR;2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE REFORMA QUE OCORRERÁ NA SEDE EMEB "ARNALDO CORREIA DA SILVEIRA" ESTRADA FRANCISCO MISSÉ 51  PONUNDUVA CAJAMAR SP.
Cajati;Em execução  no prazo;MUNICIPAL;160000;WASHINGTON TIMOTEO DE LIMA;20.638.118/000157;CÂMARA MUNICIPAL DE CAJATI;2024;O OBJETIVO DA PRESENTE LICITAÇÃO É A ESCOLHA DA PROPOSTA MAIS VANTAJOSA VISANDO À "CONTRATAÇÃO DE EMPRESA PARA A EXECUÇÃO DE REFORMA INTERNA DE OBRAS DE ENGENHARIA CIVIL E SERVIÇOS DE DEMOLIÇÕES DE PILARES VIGAS E LAJE ACRESCIDO DE FORNECIMENTOS DE MATERIAIS CONFORME QUANTIDADES E ESPECIFICAÇÕES PREVISTAS NO PROJETO BÁSICO E TERMO DE REFERÊNCIA ANEXOS AO PRESENTE EDITAL".
Cajati;Em execução  no prazo;MUNICIPAL;1494000;EPCCO ENGENHARIA DE PROJETOS CONSULTORIA E CONSTR LTDA;61.106.159/000180;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE PAVIMENTAÇÃO ASFALTICA PAVIMENTAÇÃO EM CONCRETO RECAPEAMENTO ASFALTICO E OBRAS COMPLEMENTARES EM DIVERSAS RUAS DO MUNICIPIO DE CAJATI/SP.
Cajati;Em execução  no prazo;MUNICIPAL;176500;WASHINGTON TIMOTEO DE LIMA;20.638.118/000157;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE REFORMA E ADEQUAÇÃO DO CENTRO DE FISITORAPIA JOSÉ RUA SITUADO NA RUA ANTÔNIO DOMINGUES BRECHÓ N 116  JARDIM CENTRAL  CAJATI/SP
Cajati;Em execução  no prazo;MUNICIPAL;521000;WASHINGTON TIMOTEO DE LIMA;20.638.118/000157;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE REFORMA DE DIVERSOS AMBIENTES DO PRONTO ATENDIMENTO REYNALDO GUERRA SITO A RUA ANTÔNIO DOMINGUES BRECHÓ 116  JARDIM CENTRAL CAJATI  SP
Cajati;Em execução  no prazo;MUNICIPAL;1995000,65;EPCCO ENGENHARIA DE PROJETOS CONSULTORIA E CONSTR LTDA;61.106.159/000180;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO ASFÁLTICA E OBRAS COMPLEMENTARES ETAPA 1  ESTRADA MUNICIPAL SECUNDÁRIA CJ04 MANOEL GOMES  BAIRRO MANOEL GOMES  CAJATI/SP.
Cajati;Em execução  no prazo;MUNICIPAL;399999,86;ADELAR DE BAIRROS CONSTRUCAO CIVIL;10.651.046/000124;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AMPLIAÇÃO E FECHAMENTO DO PRÉDIO TIRO DE GUERRA NA AV. LUIZ DE LIMA CENTRO  CAJATI/SP
Cajati;Em execução  no prazo;MUNICIPAL;999900;EDE TERRAPLENAGEM, PAVIMENTACOES E CONSTRUCOES LTDA;57.805.087/000191;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO ASFÁLTICA RECAPEAMENTO ASFÁLTICO E OBRAS COMPLEMENTARES EM DIVERSAS RUAS DO MUNICÍPIO DE CAJATI/SP.
Cajati;Em execução  no prazo;MUNICIPAL;138500;FERRAZ AMEMIYA ENGENHARIA E CONSTRUCAO LTDA;31.206.387/000160;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DA SEGUNDA ETAPA DE REFORMA DO CAMPO MUNICIPAL DA BARRA DO AZEITE.
Cajati;Em execução  no prazo;MUNICIPAL;201400;CONSTRUZEIYN ENGENHARIA LTDA;29.466.485/000195;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DA SEGUNDA ETAPA DE REFORMA DO CAMPO MUNICIPAL DA BARRA DO AZEITE.
Cajati;Em execução  no prazo;MUNICIPAL;2090000;STEELTECH CONSTRUCOES LTDA.;35.725.602/000190;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DA QUADRA DE ESPORTES COBERTA E ÁREA RECREATIVA SITO A RUA SÃO JOSÉ S/N BAIRRO JARDIM SÃO JOSÉ  CAJATI/SP.
Cajati;Em execução  no prazo;MUNICIPAL;1975000;EPCCO ENGENHARIA DE PROJETOS CONSULTORIA E CONSTR LTDA;61.106.159/000180;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO ASFÁLTICA E OBRAS COMPLEMENTARES NA ESTRADA MUNICIPAL CJ09 CAPELINHA (LOTE 02)  BAIRRO CAPELINHA  CAJATI/SP
Cajati;Em execução  no prazo;MUNICIPAL;539523,36;EXATA ENGENHARIA DE PROJETOS E CONSTRUCOES LTDA;00.745.809/000142;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA "REFORMA DA EMEI GENTE INOCENTE SITUADA À AV. AGUAI. S/N  BAIRRO VILA ANTUNES  CAJATI/SP"
Cajati;Em execução  no prazo;MUNICIPAL;3299999,98;EPCCO ENGENHARIA DE PROJETOS CONSULTORIA E CONSTR LTDA;61.106.159/000180;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO ASFÁLTICA RECAPEAMENTO ASFÁLTICO E OBRAS COMPLEMENTARES EM DIVERSAS RUAS DO MUNICÍPIO DE CAJATI/SP.
Cajati;Em execução  no prazo;MUNICIPAL;914508;EDE TERRAPLENAGEM, PAVIMENTACOES E CONSTRUCOES LTDA;57.805.087/000191;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO ASFÁLTICA RECAPEAMENTO ASFÁLTICO E OBRAS COMPLEMENTARES EM DIVERSAS RUAS DO MUNICÍPIO DE CAJATI/SP.
Cajati;Em execução  no prazo;MUNICIPAL;748800;STEELTECH CONSTRUCOES LTDA.;35.725.602/000190;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REFORMA E AMPLIAÇÃO DA EMEI PEDACINHO DO CEU SITUADA NA AV. CLAUDINO NOVAES S/N  CAJATI/SP.
Cajati;Em execução  no prazo;MUNICIPAL;349201;FERRAZ AMEMIYA ENGENHARIA E CONSTRUCAO LTDA;31.206.387/000160;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA DA UBS VILA ANTUNES SITUADO NA RUA ANTÁRTICA N 229  BAIRRO VILA ANTUNES  CAJATI/SP  CONVENIO COM O MINISTÉRIO DA SAÚDE  PROPOSTA N 13833213/000123001.
Cajati;Em execução  no prazo;MUNICIPAL;419000;WASHINGTON TIMOTEO DE LIMA;20.638.118/000157;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA E ADEQUAÇÃO DA UBS VEREADOR ANGELO BACCIN SITUADA A RUA DIAMANTE N 176  BAIRRO INHUNGUVIRA  CAJATI/SP. CONVÊNIO FIRMADO ENTRE O MUNICÍPIO DE CAJATI E O GOVERNO FEDERAL POR MEIO DO MINISTÉRIO DA SAÚDE CONFORME A PROPOSTA 13833213000789006.
Cajati;Em execução  no prazo;MUNICIPAL;269800;CONSTRUZEIYN ENGENHARIA LTDA;29.466.485/000195;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REFORMA E AMPLIAÇÃO DE EDIFICAÇÃO DO COMPLEXO COLINA QUE SERÁ SEDE DA COORDENADORIA DE PROTEÇÃO E DEFESA CIVIL LOCALIZADA NA ESTRADA DO COLINA S/N CENTRO  CAJATI/SP. A EDIFICAÇÃO A SER REFORMADA É SE 9685 M² E AMPLIAÇÃO DE 54 M².
Cajati;Em execução  no prazo;MUNICIPAL;1306000;CONSTRUZEIYN ENGENHARIA LTDA;29.466.485/000195;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE NOVA UNIDADE DE SAÚDE PARA A UBS PARAFUSO SITUADO NA RUA PEDRO ALEIXO S/N  PARAFUSO  CAJATI/SP  .CONVÊNIO COM A SECRETARIA DE GOVERNO E RELAÇÕES INSTITUCIONAIS N 102885/2023.
Cajati;Em execução  no prazo;MUNICIPAL;149466,32;FM DE LIMA;46.350.512/000189;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DO JARDIM SENSORIAL COM PERGOLADO E LAGO ORNAMENTAL ÁREA DE PIQUENIQUE E A CENTRAL DE RESÍDUOS E COMPOSTAGEM JUNTO À SECRETARIA MUNICIPAL DE MEIO AMBIENTE E AGRICULTURA  CONTRATO 340/2023 DE FINANCIAMENTO COM RECURSOS NÃO REEMBOLSÁVEIS FEHIDRO.
Cajati;Em execução  no prazo;MUNICIPAL;1271443,3;ADELAR DE BAIRROS CONSTRUCAO CIVIL;10.651.046/000124;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE NOVAS INSTALAÇÕES PARA ABRIGAR O CONSELHO TUTELAR LOCALIZADO NA RUA ROMA S/N  BAIRRO VILA ANTUNES  CAJATI/SP
Cajati;Em execução  no prazo;MUNICIPAL;1424794,85;ADELAR DE BAIRROS CONSTRUCAO CIVIL;10.651.046/000124;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE UMA EMPRESA ESPECIALIZADA PARA  A CONSTRUÇÃO DO CREAS  CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL NO ACESSO DA RUA NAPOLIS S/N  BAIRRO VILA ANTUNES  CAJATI/SP
Cajati;Em execução  no prazo;MUNICIPAL;1144037,93;ADELAR DE BAIRROS CONSTRUCAO CIVIL;10.651.046/000124;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE COBERTURA BANHEIROS E PAVIMENTO NO PÁTIO DA CULTURA SITUADO NA AV. LUIZ DE LIMA ESQUINA COM A AV. FERNANDO COSTA  CENTRO  CAJATI/SP
Cajati;Em execução  no prazo;MUNICIPAL;2879612,9;ADELAR DE BAIRROS CONSTRUCAO CIVIL;10.651.046/000124;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA E AMPLIAÇÃO DE PRÉDIO ANTERIORMENTE DESTINADO À ESCOLA MUNICIPAL CAPITÃO BRAZ SITUADO A AV. VITOR PEREIRA N 395  BAIRRO CAPITÃO BRAZ QUE SERÁ ADAPTADO E AMPLIADO PARA ABRIGAR AS FUTURAS INSTALAÇÕES DO POSTO DE SAÚDE DO BAIRRO CAPITÃO BRAZ.
Cajati;Em execução  no prazo;MUNICIPAL;223348,25;R&R COMERCIO E SERVICOS DE CONSTRUCAO EM GERAL LTDA;12.602.886/000122;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA  REFORMA E AMPLIAÇÃO DA EMEI ANJO AZUL VINCULADA A EM PROF MARIA DA CONCEIÇÃO RODRIGUES DE ALCÂNTARA SITO A RUA IGUAPE S/N  BAIRRO VILA VITÓRIA    CAJATI/SP
Cajati;Em execução  no prazo;MUNICIPAL;647610,89;CONSTRUZEIYN ENGENHARIA LTDA;29.466.485/000195;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AMPLIAÇÃO DO CEMITÉRIO POUSO ALTO COM A CONSTRUÇÃO DE LÓCULOS SITO A ESTRADA TAKASHI FUKUDA S/N  BAIRRO POUSO ALTO CAJATI/SP.
Cajati;Em execução  no prazo;MUNICIPAL;705443,63;EPCCO ENGENHARIA DE PROJETOS CONSULTORIA E CONSTR LTDA;61.106.159/000180;PREFEITURA MUNICIPAL DE CAJATI;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE MELHORIAS NAS CALÇADAS RECAPEAMENTO ASFALTICO E OBRAS COMPLEMENTARES NA AV. THEODORO F. MACHADO  CENTRO  CAJATI/SP
Cajati;Em execução  no prazo;MUNICIPAL;3272953,08;EPCCO ENGENHARIA DE PROJETOS CONSULTORIA E CONSTR LTDA;61.106.159/000180;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO ASFÁLTICA RECAPEAMENTO  E OBRAS COMPLEMENTARES EM DIVERSAS RUAS DOS BAIRROS DO MUNICÍPIO DE CAJATI/SP SENDO RUA MIGUEL FRANCO  BAIRRO CACHOEIRINHA RUA CLAUDINO NOVAES  BAIRRO INHUNGUVIRA RUA JOÃO BATISTA DA COSTA  BAIRRO MANOEL GOMES  ESTRADA TAKASSHI FUKUD
Cajati;Em execução  no prazo;MUNICIPAL;633397,61;RT ENGENHARIA LTDA;10.991.050/000131;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA RECAPEAMENTO ASFÁLTICO E OBRAS COMPLEMENTARES EM DIVERSAS RUAS DO MUNICÍPIO DE CAJATI/SP: RUA MACEIÓ  BAIRRO BICO DO PATO RUA CHILE E PERU  BAIRRO JARDIM CARDOSO DE FREITAS E RUA VITOR PEREIRA  BAIRRO CAPITÃO BRAZ  CONVÊNIO 101281/2023  PROCESSO SGRIPRC202300068DM.
Cajati;Em execução  no prazo;MUNICIPAL;3363674,98;EPCCO ENGENHARIA DE PROJETOS CONSULTORIA E CONSTR LTDA;61.106.159/000180;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO ASFÁLTICA E OBRAS COMPLEMENTARES EM DIVERSAS RUAS DOS BAIRROS: VILA COSTÃO VILA TATU BICO DO PATO E VILA ANDRÉIA
Cajati;Em execução  no prazo;MUNICIPAL;2579830,78;RT ENGENHARIA LTDA;10.991.050/000131;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO ASFÁLTICA E OBRAS COMPLEMENTARES EM DIVERSAS RUAS DOS BAIRROS: VILA COSTÃO VILA TATU BICO DO PATO E VILA ANDRÉIA
Cajati;Em execução  no prazo;MUNICIPAL;432268,13;CONSTRUZEIYN ENGENHARIA LTDA;29.466.485/000195;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO E INSTALAÇÃO DE ESTRUTURA PARA COBERTURA DE DIVERSOS PRÉDIOS DA PREFEITURA MUNICIPAL DE CAJATI  SP
Cajati;Em execução  no prazo;MUNICIPAL;1220334,92;CONSTRUZEIYN ENGENHARIA LTDA;29.466.485/000195;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA PARA REFORMA E ADEQUAÇÕES DO GINASIO DE ESPORTES MUNICIPAL "LUIZ CARLOS FELIZARDO RODRIGUES "TATU" E COMPLEXO DE ARTES "MARCIAIS ROBSON FERNANDO BARBOSA"
Cajati;Em execução  no prazo;MUNICIPAL;427043,07;CONSTRUZEIYN ENGENHARIA LTDA;29.466.485/000195;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AMPLIAÇÃO DA ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL CHAPEUZINHO VERMELHO SITO À RUA PASTOR MÁRIO BELCHIOR S/N  BAIRRO PARAFUSO  CAJATI  SP  ETAPA 02.
Cajati;Em execução  no prazo;MUNICIPAL;976216,35;ADELAR DE BAIRROS CONSTRUCAO CIVIL;10.651.046/000124;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA E AMPLIAÇÃO DO DEPARTAMENTO DE DESENVOLVIMENTO ECONÔMICO.
Cajati;Em execução  no prazo;MUNICIPAL;300000,37;ADELAR DE BAIRROS CONSTRUCAO CIVIL;10.651.046/000124;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE REFORMA ELÉTRICA ADEQUAÇÃO PARA INSTALAÇÃO DE EQUIPAMENTOS DE COMBATE A INCÊNDIO  E PINTURA DO ALMOXARIFADO SITO A RUA DARCY BUENO DA CRUZ N 200  BAIRRO BICO DO PATO  CAJATI/SP.
Cajati;Em execução  no prazo;MUNICIPAL;259476,61;CIACAN ENGENHARIA LTDA;35.048.357/000124;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE MURO EM GABIÃO NA RUA ADÉLIO DE OLIVEIRA NO BAIRRO VILA ANTUNES E MURO DE GABIÃO NA RUA ANGELINA MIGUEL MUNIZ NO BAIRRO INHUNGUVIRA  CAJATI/SP.
Cajati;Em execução  no prazo;MUNICIPAL;201670,63;L P PINTURAS INDUSTRIAIS LTDA.;10.653.466/000140;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE REFORMA DO CAMPO DA BARRA DO AZEITE LOCALIZADO A RUA URUGUAI S/N  BAIRRO BARRA DO AZEITE.
Cajati;Em execução  no prazo;MUNICIPAL;3036311,87;ADELAR DE BAIRROS CONSTRUCAO CIVIL;10.651.046/000124;PREFEITURA MUNICIPAL DE CAJATI;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE REFORMA E MODERNIZAÇÃO DO CAMPO MUNICIPAL  ETAPA 02 SITUADO A RUA IGUAPE S/N  BAIRRO VILA VITORIA  CAJATI/SP.
Cajati;Em execução  no prazo;MUNICIPAL;1540105,99;SUL VALE CONSTRUTORA LTDA;17.325.475/000150;PREFEITURA MUNICIPAL DE CAJATI;2022;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE GALPÃO PARA A GARAGEM MUNICIPAL SITO A RUA FRUTUOSO PEREIRA DE MORAES S/N  BAIRRO BICO DO PATO  CAJATI  SP.
Cajati;Em execução  no prazo;MUNICIPAL;1752910,44;ADELAR DE BAIRROS CONSTRUCAO CIVIL;10.651.046/000124;PREFEITURA MUNICIPAL DE CAJATI;2022;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DE QUADRA COBERTA COM VESTIÁRIO NA ESTRADA TAKASHI FUKUDA S/N  BAIRRO CAPITÃO BRÁZ  CAJATI  SP.
Cajati;Em execução  no prazo;MUNICIPAL;1103864,15;TETO CONSTRUTORA S.A.;13.034.156/000135;PREFEITURA MUNICIPAL DE CAJATI;2022;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REFORMA E AMPLIAÇÃO DA EMEI PEDACINHO DO CÉU SITO A AVENIDA CLAUDINO NOVAES S/N  CAJATI  SP.
Cajati;Em execução  no prazo;MUNICIPAL;2491147,48;EDE TERRAPLENAGEM, PAVIMENTACOES E CONSTRUCOES LTDA;57.805.087/000191;PREFEITURA MUNICIPAL DE CAJATI;2022;CONTRATAÇÃO DE EMPRESA PARA PAVIMENTAÇÃO ASFÁLTICA E OBRAS COMPLEMENTARES NO CENTRO DE EVENTOS  ETAPA 1 LOCALIZADO NA RUA ARACAJÚ S/N  BAIRRO BICO DO PATO  CAJATI  SP.
